permno,predicted_return,stock_exret,stock_ticker,comp_name,position_type,year,month,date
89525,0.0004050551598728,0.1114666015,CMCSA,COMCAST CORP,SHORT,2012,6,2012-06-01
19393,0.0001156018954899,0.0782843605,BMY,BRISTOL-MYERS SQ,SHORT,2012,6,2012-06-01
89179,0.000102539106299,-0.049154155,WLP,WELLPOINT,SHORT,2012,6,2012-06-01
50876,-0.0002192381486634,0.0478632264,LLY,ELI LILLY,SHORT,2012,6,2012-06-01
21936,-0.0004780357926969,0.0516689122,PFE,PFIZER INC,SHORT,2012,6,2012-06-01
12052,-0.000498357221723,0.0304639414,GD,GEN DYNAMICS,SHORT,2012,6,2012-06-01
59176,-0.0014670597744364,0.0426293612,AXP,AMERN EXPRESS,SHORT,2012,6,2012-06-01
22752,-0.0015626856850955,0.1221393794,MRK,MERCK & CO,SHORT,2012,6,2012-06-01
77178,-0.001852740796527,-0.028441826,QCOM,QUALCOMM INC,SHORT,2012,6,2012-06-01
66181,-0.0018691572515114,0.0739765167,HD,HOME DEPOT INC,SHORT,2012,6,2012-06-01
92655,-0.0021207938360754,0.0527613312,UNH,UNITEDHEALTH GRP,SHORT,2012,6,2012-06-01
49154,-0.0024431489213925,0.0048350678,TGT,TARGET CORP,SHORT,2012,6,2012-06-01
14008,-0.0024760123897886,0.0487630479,AMGN,AMGEN,SHORT,2012,6,2012-06-01
18542,-0.0024971525264016,-0.030929001,CAT,CATERPILLAR INC,SHORT,2012,6,2012-06-01
13901,-0.0025267598172366,0.0860515907,MO,ALTRIA GROUP INC,SHORT,2012,6,2012-06-01
10145,-0.0025961335932775,0.0032339257,HON,HONEYWELL INTL,SHORT,2012,6,2012-06-01
13928,-0.002729666717185,0.0713190436,COP,CONOCOPHILLIPS,SHORT,2012,6,2012-06-01
44644,-0.0031456256251128,0.0748801157,ADP,AUTO DATA,SHORT,2012,6,2012-06-01
21178,-0.0033082189651207,0.0516908057,LMT,LOCKHEED MARTIN,SHORT,2012,6,2012-06-01
60628,-0.0036740361386649,0.0292797983,FDX,FEDEX CORP,SHORT,2012,6,2012-06-01
34833,-0.0038495775584099,0.0888103992,OXY,OCCIDENTAL PETE,SHORT,2012,6,2012-06-01
18411,-0.0038928870663023,0.0084948679,SO,SOUTHN CO,SHORT,2012,6,2012-06-01
65875,-0.0039729354187041,0.0672430173,VZ,VERIZON COMM,SHORT,2012,6,2012-06-01
17005,-0.0040623969356645,0.0398309082,CVS,CVS CAREMARK COR,SHORT,2012,6,2012-06-01
64936,-0.0041709789641181,0.0372646675,D,DOMINION RES INC,SHORT,2012,6,2012-06-01
66093,-0.0044059680195078,0.0436055548,T,AT&T INC,SHORT,2012,6,2012-06-01
89006,-0.0044722051252699,0.0167232417,KFT,"KRAFT FOODS, INC",SHORT,2012,6,2012-06-01
20482,-0.0047623739427295,0.0433727168,ABT,ABBOTT LABS,SHORT,2012,6,2012-06-01
14593,-0.0051217969883788,0.0108528547,AAPL,APPLE INC,SHORT,2012,6,2012-06-01
17830,-0.0052383460466524,0.0191606823,UTX,UTD TECH,SHORT,2012,6,2012-06-01
59459,-0.0053180426689921,0.0289646089,TRV,TRAVELERS COS IN,SHORT,2012,6,2012-06-01
26403,-0.0059908615739808,0.0610369928,DIS,WALT DISNEY CO,SHORT,2012,6,2012-06-01
87447,-0.0060767427082069,0.0509741083,UPS,UTD PARCEL SVC,SHORT,2012,6,2012-06-01
22592,-0.0062286641254721,0.0614855401,MMM,3M CO,SHORT,2012,6,2012-06-01
17750,-0.0064597789069924,0.0650283322,KMB,KIMBERLY CLARK,SHORT,2012,6,2012-06-01
13856,-0.0066962028645172,0.0414149649,PEP,PEPSICO INC,SHORT,2012,6,2012-06-01
19561,-0.0067438847443359,0.0673754141,BA,BOEING CO,SHORT,2012,6,2012-06-01
22111,-0.0069053343377163,0.0821719915,JNJ,JOHNSON & JOHNSN,SHORT,2012,6,2012-06-01
43449,-0.0076179851706269,-0.009066461,MCD,MCDONALDS CP,SHORT,2012,6,2012-06-01
87055,-0.0079048281698029,0.099664323,COST,COSTCO WHOLESALE,SHORT,2012,6,2012-06-01
17778,-0.0080512753475422,0.0512831286,BRK.A,BERKSHIRE HATHAW,SHORT,2012,6,2012-06-01
11850,-0.0087297803498374,0.0882615149,XOM,EXXON MOBIL CORP,SHORT,2012,6,2012-06-01
18163,-0.0088750699038595,-0.016696114,PG,PROCT & GAMBL,SHORT,2012,6,2012-06-01
18729,-0.0088981690128497,0.0590030029,CL,COLGATE PALMOLVE,SHORT,2012,6,2012-06-01
11308,-0.0091195149667451,0.0531245656,KO,COCA-COLA CO,SHORT,2012,6,2012-06-01
55976,-0.0101931201019993,0.0592525303,WMT,WAL-MART STRS,SHORT,2012,6,2012-06-01
90319,-0.0105300979448671,-0.001360015,GOOG,GOOGLE,SHORT,2012,6,2012-06-01
14541,-0.010993686584426,0.0731360242,CVX,CHEVRON,SHORT,2012,6,2012-06-01
48725,-0.0110915906443545,0.0710053518,UNP,UNION PACIFIC CP,SHORT,2012,6,2012-06-01
12490,-0.011749702333136,0.0138932504,IBM,INTL BUS MACH,SHORT,2012,6,2012-06-01
82775,0.0244514090093928,-0.066931278,HIG,HARTFORD FIN SVC,LONG,2012,7,2012-07-01
69032,0.021669242728769,-0.060315304,MS,MORGAN STANLEY,LONG,2012,7,2012-07-01
68144,0.0205721146888007,-0.023937264,STI,SUNTRUST BKS GA,LONG,2012,7,2012-07-01
59408,0.0191332455236221,-0.102689505,BAC,BANK OF AMERICA,LONG,2012,7,2012-07-01
34746,0.0184633145859515,0.0313432887,FITB,5TH 3RD BCP OH,LONG,2012,7,2012-07-01
70519,0.0177507004179605,-0.010215275,C,CITIGROUP INC.,LONG,2012,7,2012-07-01
77605,0.0171703147274719,-0.088183418,BSX,BOSTON SCIENTIFI,LONG,2012,7,2012-07-01
25785,0.0159338705985123,-0.03649639,F,FORD MOTOR CO,LONG,2012,7,2012-07-01
77606,0.0136602498502243,0.0929874554,KSS,KOHLS CORP,LONG,2012,7,2012-07-01
24643,0.0133581662677365,-0.031999968,AA,ALCOA INC.,LONG,2012,7,2012-07-01
47896,0.012873363022116,0.0159529932,JPM,JPMORGAN CHASE,LONG,2012,7,2012-07-01
49656,0.0105123339473481,-0.02460137,BK,THE BANK OF NEW,LONG,2012,7,2012-07-01
14702,0.0100418721854411,-0.048492737,AMAT,APPLD MATERIALS,LONG,2012,7,2012-07-01
87842,0.0098053750018173,-0.00259319,MET,METLIFE INC,LONG,2012,7,2012-07-01
23819,0.0096795434608297,0.1669602543,HAL,HALLIBURTON,LONG,2012,7,2012-07-01
82800,0.0096034637555589,0.0244366415,SCCO,SOUTHERN COPPER,LONG,2012,7,2012-07-01
89258,0.0093327313843406,-0.003097285,PRU,PRUDENTIAL FIN,LONG,2012,7,2012-07-01
71563,0.0091154162334346,0.02333875,BBT,BB&T CP,LONG,2012,7,2012-07-01
22293,0.0082273492070046,-0.117556103,GLW,CORNING INC.,LONG,2012,7,2012-07-01
86868,0.0080231933187781,0.0525766835,GS,GOLDMAN SACHS,LONG,2012,7,2012-07-01
75186,0.0079241386816372,-0.02320187,SCHW,CHARLES SCHWAB,LONG,2012,7,2012-07-01
27828,0.0067767806830382,-0.092988603,HPQ,HEWLETT-PACKARD,LONG,2012,7,2012-07-01
90505,0.0067031908388122,-0.162566185,LVS,LAS VEGAS SANDS,LONG,2012,7,2012-07-01
90386,0.0060642716908875,0.0657414645,MOS,MOSAIC CO,LONG,2012,7,2012-07-01
45751,0.0059950278117779,0.0375426486,MMC,MARSH & MCLENNAN,LONG,2012,7,2012-07-01
19502,0.0059653621336353,0.2292089462,WAG,WALGREEN CO,LONG,2012,7,2012-07-01
76226,0.005460707657628,0.0207443666,CBS,CBS CORP,LONG,2012,7,2012-07-01
87137,0.004953785703257,0.0194860697,DVN,DEVON ENERGY COR,LONG,2012,7,2012-07-01
66800,0.0048380046243244,-0.025553122,AIG,AMERN INTL GROUP,LONG,2012,7,2012-07-01
22779,0.0047846827188987,0.0047807014,MSI,MOTOROLA SOLUTIO,LONG,2012,7,2012-07-01
57904,0.0043647896646447,0.0279407986,AFL,AFLAC INC,LONG,2012,7,2012-07-01
61399,0.0042840105606236,-0.102320664,LOW,LOWES CO,LONG,2012,7,2012-07-01
52038,0.0039847646907816,-0.005031871,SYY,SYSCO CP,LONG,2012,7,2012-07-01
15579,0.0038457032558481,-0.044614874,TXN,TEXAS INSTRUMENT,LONG,2012,7,2012-07-01
12060,0.003600124418308,-0.004318625,GE,GEN ELECTRIC US,LONG,2012,7,2012-07-01
66157,0.0035017013904345,0.0416666716,USB,US BANCORP,LONG,2012,7,2012-07-01
21371,0.0023328591944898,0.0259523839,CAH,CARDINAL HEALTH,LONG,2012,7,2012-07-01
86356,0.0021499924852798,0.0545108542,EBAY,EBAY INC,LONG,2012,7,2012-07-01
79323,0.0020272435710856,-0.022513563,ALL,ALLSTATE CP,LONG,2012,7,2012-07-01
59328,0.001952950739288,-0.035647236,INTC,INTEL CP,LONG,2012,7,2012-07-01
76076,0.0017485032820301,-0.066394888,CSCO,CISCO SYS INC,LONG,2012,7,2012-07-01
49154,0.0016752078980564,0.0422753543,TGT,TARGET CORP,LONG,2012,7,2012-07-01
56573,0.0012863722589411,0.027415406,ITW,ILL TOOL WORKS,LONG,2012,7,2012-07-01
27959,0.0008543202986382,-0.020237116,DUK,DUKE ENERGY CORP,LONG,2012,7,2012-07-01
21776,0.0006668237535957,0.0398724079,EXC,EXELON CORP,LONG,2012,7,2012-07-01
22103,0.000377228459918,0.025547415,EMR,EMERSON ELECTRIC,LONG,2012,7,2012-07-01
50876,0.0003545779274198,0.026101118,LLY,ELI LILLY,LONG,2012,7,2012-07-01
38703,0.0003495661019309,0.0110646756,WFC,WELLS FARGO,LONG,2012,7,2012-07-01
10107,0.0002854893523522,-0.0366133,MSFT,MICROSOFT,LONG,2012,7,2012-07-01
89179,-0.0005503227438262,-0.164602593,WLP,WELLPOINT,LONG,2012,7,2012-07-01
27887,-0.0009535298227838,0.1008465961,BAX,BAXTER INTL,SHORT,2012,7,2012-07-01
19393,-0.0012116923831162,-0.000278228,BMY,BRISTOL-MYERS SQ,SHORT,2012,7,2012-07-01
77418,-0.0013055843805371,0.0161038674,TWX,TIME WARNER INC,SHORT,2012,7,2012-07-01
66181,-0.001370914806178,-0.015285929,HD,HOME DEPOT INC,SHORT,2012,7,2012-07-01
21936,-0.0015453786174654,0.0452174321,PFE,PFIZER INC,SHORT,2012,7,2012-07-01
77178,-0.001852634045204,0.0718390793,QCOM,QUALCOMM INC,SHORT,2012,7,2012-07-01
12052,-0.0019190269983944,-0.030473022,GD,GEN DYNAMICS,SHORT,2012,7,2012-07-01
10104,-0.0026665011121881,0.0188552178,ORCL,ORACLE CORP,SHORT,2012,7,2012-07-01
13901,-0.0028845412774439,0.0410999134,MO,ALTRIA GROUP INC,SHORT,2012,7,2012-07-01
89525,-0.0028928915801416,0.0181420054,CMCSA,COMCAST CORP,SHORT,2012,7,2012-07-01
18542,-0.0031689122041486,-0.002119946,CAT,CATERPILLAR INC,SHORT,2012,7,2012-07-01
59176,-0.0031871014497278,-0.005153754,AXP,AMERN EXPRESS,SHORT,2012,7,2012-07-01
17005,-0.0035474172076087,-0.028193871,CVS,CVS CAREMARK COR,SHORT,2012,7,2012-07-01
92655,-0.0035510611140515,-0.126666665,UNH,UNITEDHEALTH GRP,SHORT,2012,7,2012-07-01
18411,-0.0036635629770622,0.0399568528,SO,SOUTHN CO,SHORT,2012,7,2012-07-01
60628,-0.0039410781817504,-0.014299722,FDX,FEDEX CORP,SHORT,2012,7,2012-07-01
14593,-0.0039657017820663,0.0458219349,AAPL,APPLE INC,SHORT,2012,7,2012-07-01
14008,-0.0041349362747129,0.1329035014,AMGN,AMGEN,SHORT,2012,7,2012-07-01
66093,-0.0043745859295415,0.0757150427,T,AT&T INC,SHORT,2012,7,2012-07-01
22752,-0.0044221652588199,0.0579640269,MRK,MERCK & CO,SHORT,2012,7,2012-07-01
10145,-0.0044987299925165,0.0395773463,HON,HONEYWELL INTL,SHORT,2012,7,2012-07-01
44644,-0.0045539010645735,0.0159899276,ADP,AUTO DATA,SHORT,2012,7,2012-07-01
65875,-0.0047017977391657,0.0270027183,VZ,VERIZON COMM,SHORT,2012,7,2012-07-01
64936,-0.0047116796086759,0.0057407659,D,DOMINION RES INC,SHORT,2012,7,2012-07-01
13928,-0.0047266852362837,-0.013958526,COP,CONOCOPHILLIPS,SHORT,2012,7,2012-07-01
26403,-0.0048871540719717,0.0131958639,DIS,WALT DISNEY CO,SHORT,2012,7,2012-07-01
89006,-0.0050350394862671,0.0282237232,KFT,"KRAFT FOODS, INC",SHORT,2012,7,2012-07-01
20482,-0.0050799412107072,0.0364510044,ABT,ABBOTT LABS,SHORT,2012,7,2012-07-01
90319,-0.0057231337424835,0.0911958292,GOOG,GOOGLE,SHORT,2012,7,2012-07-01
59459,-0.0059144341743045,-0.01864033,TRV,TRAVELERS COS IN,SHORT,2012,7,2012-07-01
21178,-0.006812347587237,0.0251492281,LMT,LOCKHEED MARTIN,SHORT,2012,7,2012-07-01
17830,-0.0070883703407176,-0.014431303,UTX,UTD TECH,SHORT,2012,7,2012-07-01
34833,-0.0071711279578225,0.0146904765,OXY,OCCIDENTAL PETE,SHORT,2012,7,2012-07-01
17750,-0.007340360881531,0.0374836698,KMB,KIMBERLY CLARK,SHORT,2012,7,2012-07-01
18163,-0.0073943800391956,0.0628898069,PG,PROCT & GAMBL,SHORT,2012,7,2012-07-01
13856,-0.0074213974829455,0.0292952098,PEP,PEPSICO INC,SHORT,2012,7,2012-07-01
43449,-0.0074428539513139,0.0093753738,MCD,MCDONALDS CP,SHORT,2012,7,2012-07-01
87447,-0.0075296077213303,-0.03999494,UPS,UTD PARCEL SVC,SHORT,2012,7,2012-07-01
55976,-0.0076436097044496,0.0675559267,WMT,WAL-MART STRS,SHORT,2012,7,2012-07-01
22111,-0.0080863148094478,0.0245708078,JNJ,JOHNSON & JOHNSN,SHORT,2012,7,2012-07-01
22592,-0.0085846133498299,0.0181920193,MMM,3M CO,SHORT,2012,7,2012-07-01
17778,-0.008813548289077,0.0200088043,BRK.A,BERKSHIRE HATHAW,SHORT,2012,7,2012-07-01
19561,-0.0088421255462114,-0.005248982,BA,BOEING CO,SHORT,2012,7,2012-07-01
11308,-0.0096101986177284,0.0333802328,KO,COCA-COLA CO,SHORT,2012,7,2012-07-01
18729,-0.0101705695057056,0.0372718759,CL,COLGATE PALMOLVE,SHORT,2012,7,2012-07-01
87055,-0.0108523525335968,0.0124210557,COST,COSTCO WHOLESALE,SHORT,2012,7,2012-07-01
48725,-0.0110836724011142,0.027659066,UNP,UNION PACIFIC CP,SHORT,2012,7,2012-07-01
12490,-0.0115983429479265,0.0020451676,IBM,INTL BUS MACH,SHORT,2012,7,2012-07-01
11850,-0.0116619631142433,0.014958499,XOM,EXXON MOBIL CORP,SHORT,2012,7,2012-07-01
14541,-0.0125730652936541,0.0386730023,CVX,CHEVRON,SHORT,2012,7,2012-07-01
82775,0.024011990262128,0.095948601,HIG,HARTFORD FIN SVC,LONG,2012,8,2012-08-01
59408,0.0208304332307179,0.0884558054,BAC,BANK OF AMERICA,LONG,2012,8,2012-08-01
77605,0.0190788057935867,0.0443874316,BSX,BOSTON SCIENTIFI,LONG,2012,8,2012-08-01
68144,0.018791378529761,0.0662847998,STI,SUNTRUST BKS GA,LONG,2012,8,2012-08-01
69032,0.0187875999258791,0.0979966464,MS,MORGAN STANLEY,LONG,2012,8,2012-08-01
34746,0.0143955634682091,0.0954137983,FITB,5TH 3RD BCP OH,LONG,2012,8,2012-08-01
70519,0.0143671436207058,0.095366271,C,CITIGROUP INC.,LONG,2012,8,2012-08-01
24643,0.0142866744057812,0.0140676683,AA,ALCOA INC.,LONG,2012,8,2012-08-01
25785,0.0141191880042597,0.0161338074,F,FORD MOTOR CO,LONG,2012,8,2012-08-01
47896,0.012834403154228,0.0315666514,JPM,JPMORGAN CHASE,LONG,2012,8,2012-08-01
14702,0.0121438024971401,0.0816262828,AMAT,APPLD MATERIALS,LONG,2012,8,2012-08-01
22293,0.0113544404394157,0.0573057773,GLW,CORNING INC.,LONG,2012,8,2012-08-01
82800,0.0104161864861943,0.0153895335,SCCO,SOUTHERN COPPER,LONG,2012,8,2012-08-01
49656,0.0096277645937601,0.0591105351,BK,THE BANK OF NEW,LONG,2012,8,2012-08-01
89258,0.0086617662918318,0.1289389299,PRU,PRUDENTIAL FIN,LONG,2012,8,2012-08-01
61399,0.0083199203002432,0.1224856766,LOW,LOWES CO,LONG,2012,8,2012-08-01
71563,0.0081450761599632,0.0053191924,BBT,BB&T CP,LONG,2012,8,2012-08-01
90505,0.0080472807149061,0.1638209688,LVS,LAS VEGAS SANDS,LONG,2012,8,2012-08-01
77606,0.0079347085140923,0.056215355,KSS,KOHLS CORP,LONG,2012,8,2012-08-01
27828,0.0074911817309371,-0.074661439,HPQ,HEWLETT-PACKARD,LONG,2012,8,2012-08-01
87842,0.0073613354822107,0.1090972888,MET,METLIFE INC,LONG,2012,8,2012-08-01
75186,0.0072697285338481,0.0727424117,SCHW,CHARLES SCHWAB,LONG,2012,8,2012-08-01
23819,0.0063913307695189,-0.008551637,HAL,HALLIBURTON,LONG,2012,8,2012-08-01
45751,0.0063484819009035,0.0288069284,MMC,MARSH & MCLENNAN,LONG,2012,8,2012-08-01
90386,0.0058879371576167,-0.003541761,MOS,MOSAIC CO,LONG,2012,8,2012-08-01
89179,0.0053241968958735,0.1233752834,WLP,WELLPOINT,LONG,2012,8,2012-08-01
66800,0.0051216807958089,0.0977574157,AIG,AMERN INTL GROUP,LONG,2012,8,2012-08-01
79323,0.004995570690298,0.0931944492,ALL,ALLSTATE CP,LONG,2012,8,2012-08-01
22779,0.0049375756831752,-0.014167031,MSI,MOTOROLA SOLUTIO,LONG,2012,8,2012-08-01
52038,0.0049014640871506,0.0308629086,SYY,SYSCO CP,LONG,2012,8,2012-08-01
76226,0.0049010300823759,0.085972959,CBS,CBS CORP,LONG,2012,8,2012-08-01
12060,0.0048869110811099,-0.002027755,GE,GEN ELECTRIC US,LONG,2012,8,2012-08-01
15579,0.0037908933983909,0.0659793409,TXN,TEXAS INSTRUMENT,LONG,2012,8,2012-08-01
76076,0.0033462899531137,0.1961382495,CSCO,CISCO SYS INC,LONG,2012,8,2012-08-01
21371,0.0031372650846268,-0.082253656,CAH,CARDINAL HEALTH,LONG,2012,8,2012-08-01
86868,0.0030290355205629,0.0522290336,GS,GOLDMAN SACHS,LONG,2012,8,2012-08-01
19393,0.0022410943691926,-0.072852818,BMY,BRISTOL-MYERS SQ,LONG,2012,8,2012-08-01
92655,0.0022361965367586,0.0627302842,UNH,UNITEDHEALTH GRP,LONG,2012,8,2012-08-01
57904,0.0019090943598027,0.0622572767,AFL,AFLAC INC,LONG,2012,8,2012-08-01
87137,0.0016804106057914,-0.021919979,DVN,DEVON ENERGY COR,LONG,2012,8,2012-08-01
19502,0.001459062391759,-0.009038457,WAG,WALGREEN CO,LONG,2012,8,2012-08-01
86356,0.0014464729700445,0.0714576112,EBAY,EBAY INC,LONG,2012,8,2012-08-01
59328,0.0011176585990805,-0.025197309,INTC,INTEL CP,LONG,2012,8,2012-08-01
50876,0.0010491975560782,0.0310151743,LLY,ELI LILLY,LONG,2012,8,2012-08-01
10107,0.0009746148556889,0.0524958762,MSFT,MICROSOFT,LONG,2012,8,2012-08-01
22103,0.0007516922289874,0.0700277107,EMR,EMERSON ELECTRIC,LONG,2012,8,2012-08-01
66157,0.0006216611358627,-0.002786572,USB,US BANCORP,LONG,2012,8,2012-08-01
38703,0.0004786415569642,0.0129138239,WFC,WELLS FARGO,LONG,2012,8,2012-08-01
56573,0.0004740136178678,0.0909931304,ITW,ILL TOOL WORKS,LONG,2012,8,2012-08-01
12052,0.0002271892731073,0.0325293111,GD,GEN DYNAMICS,LONG,2012,8,2012-08-01
89525,-0.0002873856345754,0.0300075131,CMCSA,COMCAST CORP,SHORT,2012,8,2012-08-01
66181,-0.0003881749124207,0.0930391269,HD,HOME DEPOT INC,SHORT,2012,8,2012-08-01
21936,-0.0004250954706248,0.0015638807,PFE,PFIZER INC,SHORT,2012,8,2012-08-01
77418,-0.0006983469357672,0.0686627941,TWX,TIME WARNER INC,SHORT,2012,8,2012-08-01
13901,-0.0007295432024537,-0.055979958,MO,ALTRIA GROUP INC,SHORT,2012,8,2012-08-01
21776,-0.00082944387407,-0.054419985,EXC,EXELON CORP,SHORT,2012,8,2012-08-01
49154,-0.0009663007683857,0.0625544878,TGT,TARGET CORP,SHORT,2012,8,2012-08-01
17005,-0.0009852693736751,0.0065298172,CVS,CVS CAREMARK COR,SHORT,2012,8,2012-08-01
59176,-0.0010758945748763,0.010123534,AXP,AMERN EXPRESS,SHORT,2012,8,2012-08-01
27887,-0.0013645794907801,0.0028055201,BAX,BAXTER INTL,SHORT,2012,8,2012-08-01
65875,-0.0016044410645697,-0.04883728,VZ,VERIZON COMM,SHORT,2012,8,2012-08-01
10104,-0.0016692654614591,0.0479132066,ORCL,ORACLE CORP,SHORT,2012,8,2012-08-01
64936,-0.0018830142039751,-0.024082726,D,DOMINION RES INC,SHORT,2012,8,2012-08-01
13928,-0.0023175245194605,0.0430668311,COP,CONOCOPHILLIPS,SHORT,2012,8,2012-08-01
18411,-0.0025348013789127,-0.048490437,SO,SOUTHN CO,SHORT,2012,8,2012-08-01
22752,-0.0025602663427592,-0.025456553,MRK,MERCK & CO,SHORT,2012,8,2012-08-01
27959,-0.0026021535670964,-0.033074329,DUK,DUKE ENERGY CORP,SHORT,2012,8,2012-08-01
14593,-0.0027073862892323,0.0934391635,AAPL,APPLE INC,SHORT,2012,8,2012-08-01
44644,-0.0032133962186904,0.0269557497,ADP,AUTO DATA,SHORT,2012,8,2012-08-01
66093,-0.0037164138038375,-0.033855243,T,AT&T INC,SHORT,2012,8,2012-08-01
89006,-0.0039226442089206,0.0452286134,KFT,"KRAFT FOODS, INC",SHORT,2012,8,2012-08-01
17750,-0.0039978870645096,-0.038185435,KMB,KIMBERLY CLARK,SHORT,2012,8,2012-08-01
60628,-0.0040377681668861,-0.029668169,FDX,FEDEX CORP,SHORT,2012,8,2012-08-01
20482,-0.0041337474165694,-0.011712074,ABT,ABBOTT LABS,SHORT,2012,8,2012-08-01
14008,-0.004223975333922,0.0202389805,AMGN,AMGEN,SHORT,2012,8,2012-08-01
77178,-0.0044091063731265,0.0297257172,QCOM,QUALCOMM INC,SHORT,2012,8,2012-08-01
87447,-0.00446720271026,-0.01636773,UPS,UTD PARCEL SVC,SHORT,2012,8,2012-08-01
10145,-0.0047845976853914,0.0132075202,HON,HONEYWELL INTL,SHORT,2012,8,2012-08-01
22111,-0.005012366140968,-0.017147109,JNJ,JOHNSON & JOHNSN,SHORT,2012,8,2012-08-01
18542,-0.005062366254442,0.0132001162,CAT,CATERPILLAR INC,SHORT,2012,8,2012-08-01
13856,-0.0053016299646744,-0.004224887,PEP,PEPSICO INC,SHORT,2012,8,2012-08-01
26403,-0.0053195740750998,0.006615544,DIS,WALT DISNEY CO,SHORT,2012,8,2012-08-01
59459,-0.0058104089122281,0.0332598778,TRV,TRAVELERS COS IN,SHORT,2012,8,2012-08-01
19561,-0.0060606261345711,-0.028107064,BA,BOEING CO,SHORT,2012,8,2012-08-01
21178,-0.0061524271052547,0.0320496911,LMT,LOCKHEED MARTIN,SHORT,2012,8,2012-08-01
43449,-0.0063829164590354,0.0091882412,MCD,MCDONALDS CP,SHORT,2012,8,2012-08-01
22592,-0.0069117665883565,0.0213841068,MMM,3M CO,SHORT,2012,8,2012-08-01
17830,-0.0069859644134804,0.0797629224,UTX,UTD TECH,SHORT,2012,8,2012-08-01
18163,-0.0071011199790982,0.0409598293,PG,PROCT & GAMBL,SHORT,2012,8,2012-08-01
55976,-0.0076028794113319,-0.019346297,WMT,WAL-MART STRS,SHORT,2012,8,2012-08-01
18729,-0.0077319763684078,-0.009880208,CL,COLGATE PALMOLVE,SHORT,2012,8,2012-08-01
87055,-0.0077715264388969,0.020330468,COST,COSTCO WHOLESALE,SHORT,2012,8,2012-08-01
11308,-0.0079761128802442,-0.074357426,KO,COCA-COLA CO,SHORT,2012,8,2012-08-01
17778,-0.0082160348983091,-0.007044969,BRK.A,BERKSHIRE HATHAW,SHORT,2012,8,2012-08-01
34833,-0.0085363281823372,-0.023310349,OXY,OCCIDENTAL PETE,SHORT,2012,8,2012-08-01
11850,-0.0109420247175369,0.0116444396,XOM,EXXON MOBIL CORP,SHORT,2012,8,2012-08-01
48725,-0.0118985401595522,-0.004748872,UNP,UNION PACIFIC CP,SHORT,2012,8,2012-08-01
90319,-0.0121469991179479,0.0822420659,GOOG,GOOGLE,SHORT,2012,8,2012-08-01
12490,-0.0124834384133693,-0.001528664,IBM,INTL BUS MACH,SHORT,2012,8,2012-08-01
14541,-0.0131583860437039,0.0316576341,CVX,CHEVRON,SHORT,2012,8,2012-08-01
82775,0.0203820914282957,0.0841164084,HIG,HARTFORD FIN SVC,LONG,2012,9,2012-09-01
68144,0.0187230545869066,0.123062508,STI,SUNTRUST BKS GA,LONG,2012,9,2012-09-01
59408,0.0173804053712291,0.1062830033,BAC,BANK OF AMERICA,LONG,2012,9,2012-09-01
34746,0.0161336579399613,0.0306133272,FITB,5TH 3RD BCP OH,LONG,2012,9,2012-09-01
77605,0.0157669159921565,0.0628629046,BSX,BOSTON SCIENTIFI,LONG,2012,9,2012-09-01
69032,0.0153729480363855,0.1158999818,MS,MORGAN STANLEY,LONG,2012,9,2012-09-01
25785,0.0126768141773134,0.0555744635,F,FORD MOTOR CO,LONG,2012,9,2012-09-01
24643,0.0126187262812698,0.0343625115,AA,ALCOA INC.,LONG,2012,9,2012-09-01
70519,0.0123014943202315,0.101212764,C,CITIGROUP INC.,LONG,2012,9,2012-09-01
77606,0.0115392096324197,-0.018873938,KSS,KOHLS CORP,LONG,2012,9,2012-09-01
47896,0.0108527755222426,0.0898299979,JPM,JPMORGAN CHASE,LONG,2012,9,2012-09-01
14702,0.0107378076203541,-0.045010148,AMAT,APPLD MATERIALS,LONG,2012,9,2012-09-01
71563,0.0105242293028916,0.0512633117,BBT,BB&T CP,LONG,2012,9,2012-09-01
49656,0.0092916650920103,0.0034492422,BK,THE BANK OF NEW,LONG,2012,9,2012-09-01
27828,0.0084649016138248,0.018383432,HPQ,HEWLETT-PACKARD,LONG,2012,9,2012-09-01
89258,0.0070627398545468,-0.0001,PRU,PRUDENTIAL FIN,LONG,2012,9,2012-09-01
75186,0.0070469637128289,-0.052360928,SCHW,CHARLES SCHWAB,LONG,2012,9,2012-09-01
22779,0.0070321544993615,0.0659931468,MSI,MOTOROLA SOLUTIO,LONG,2012,9,2012-09-01
22293,0.0068844073239104,0.0966472792,GLW,CORNING INC.,LONG,2012,9,2012-09-01
21371,0.0067077049602599,-0.008759874,CAH,CARDINAL HEALTH,LONG,2012,9,2012-09-01
76226,0.0065936409490331,0.0029270137,CBS,CBS CORP,LONG,2012,9,2012-09-01
12060,0.00637425014125,0.1046803015,GE,GEN ELECTRIC US,LONG,2012,9,2012-09-01
82800,0.0061653614344897,0.0558311509,SCCO,SOUTHERN COPPER,LONG,2012,9,2012-09-01
61399,0.0057711083003465,0.0616977604,LOW,LOWES CO,LONG,2012,9,2012-09-01
19502,0.0055062056662206,0.0189156698,WAG,WALGREEN CO,LONG,2012,9,2012-09-01
19393,0.0052835823457365,0.0223175006,BMY,BRISTOL-MYERS SQ,LONG,2012,9,2012-09-01
87842,0.0051614036593944,0.009568855,MET,METLIFE INC,LONG,2012,9,2012-09-01
