permno,predicted_eps,eps_actual,stock_exret,stock_ticker,comp_name,position_type,year,month,date
87137,89.34786662806567,1.29,0.0378113426,DVN,DEVON ENERGY COR,LONG,2013,8,2013-08-01
17830,87.23662293190684,1.55,-0.046746247,UTX,UTD TECH,LONG,2013,8,2013-08-01
12060,86.65728419562784,2.88,-0.05047195,GE,GEN ELECTRIC US,LONG,2013,8,2013-08-01
14593,86.28529862556658,0.295,0.0833889544,AAPL,APPLE INC,LONG,2013,8,2013-08-01
48725,85.84927531321911,1.24,-0.026861738,UNP,UNION PACIFIC CP,LONG,2013,8,2013-08-01
18163,82.52744182741723,1.05,-0.030012498,PG,PROCT & GAMBL,LONG,2013,8,2013-08-01
34833,79.96095251360148,1.97,-0.009432947,OXY,OCCIDENTAL PETE,LONG,2013,8,2013-08-01
22592,70.32596808258292,1.78,-0.027378,MMM,3M CO,LONG,2013,8,2013-08-01
24643,67.48798441969743,0.33,-0.027672958,AA,ALCOA INC,LONG,2013,8,2013-08-01
89258,67.44301848647042,2.94,-0.046726655,PRU,PRUDENTIAL FIN,LONG,2013,8,2013-08-01
27959,65.6519618949039,1.46,-0.065070443,DUK,DUKE ENERGY CORP,LONG,2013,8,2013-08-01
87842,64.9910579629591,1.34,-0.04037587,MET,METLIFE INC,LONG,2013,8,2013-08-01
13928,60.22652571587902,1.47,0.022201702,COP,CONOCOPHILLIPS,LONG,2013,8,2013-08-01
92655,56.13753816673491,1.53,-0.015236797,UNH,UNITEDHEALTH GRP,LONG,2013,8,2013-08-01
60628,55.66775782541603,1.53,0.0128301941,FDX,FEDEX CORP,LONG,2013,8,2013-08-01
26403,54.289914881178674,0.77,-0.059087388,DIS,WALT DISNEY CO,LONG,2013,8,2013-08-01
17005,52.39002252097372,1.05,-0.055944093,CVS,CVS CAREMARK COR,LONG,2013,8,2013-08-01
14008,49.620378882126815,1.94,0.0103426129,AMGN,AMGEN,LONG,2013,8,2013-08-01
66800,48.89086338014872,0.96,0.0208745506,AIG,AMERN INTL GROUP,LONG,2013,8,2013-08-01
18542,38.59265858702072,1.45,-0.004462703,CAT,CATERPILLAR INC,LONG,2013,8,2013-08-01
22752,38.36989751615292,0.92,-0.018268576,MRK,MERCK & CO,LONG,2013,8,2013-08-01
13856,35.568811069509565,1.24,-0.045606866,PEP,PEPSICO INC,LONG,2013,8,2013-08-01
82775,34.81128541559956,1.03,-0.0359689,HIG,HARTFORD FIN SVC,LONG,2013,8,2013-08-01
77418,34.58898940191567,1.01,-0.023168962,TWX,TIME WARNER INC,LONG,2013,8,2013-08-01
77605,29.90710669638103,0.1,-0.031135544,BSX,BOSTON SCIENTIFI,LONG,2013,8,2013-08-01
68144,28.43360626332343,0.66,-0.076746203,STI,SUNTRUST BKS GA,LONG,2013,8,2013-08-01
43449,27.434243114959845,1.52,-0.0300775,MCD,MCDONALDS CP,LONG,2013,8,2013-08-01
10145,26.226567158870346,1.24,-0.036153331,HON,HONEYWELL INTL,LONG,2013,8,2013-08-01
66157,24.714385605605997,0.76,-0.03188635,USB,US BANCORP,LONG,2013,8,2013-08-01
10107,24.346247769206677,0.62,0.0562186353,MSFT,MICROSOFT,LONG,2013,8,2013-08-01
11308,24.02787843495245,0.53,-0.047405224,KO,COCA-COLA CO,LONG,2013,8,2013-08-01
21371,23.70541419745275,0.92,0.0037931448,CAH,CARDINAL HEALTH,LONG,2013,8,2013-08-01
45751,22.076630526366603,0.46,-0.015285393,MMC,MARSH & MCLENNAN,LONG,2013,8,2013-08-01
89525,20.633680904203185,0.325,-0.066326566,CMCSA,COMCAST CORP,LONG,2013,8,2013-08-01
44644,20.528261869221748,0.68,-0.012927914,ADP,AUTO DATA,LONG,2013,8,2013-08-01
49154,16.5673493969043,0.97,-0.10540349,TGT,TARGET CORP,LONG,2013,8,2013-08-01
71563,16.364415575316155,0.7,-0.042028569,BBT,BB&T CP,SHORT,2013,8,2013-08-01
56573,16.010953710414686,0.99,-0.007912267,ITW,ILL TOOL WORKS,SHORT,2013,8,2013-08-01
50876,15.087130970783791,1.11,-0.022971174,LLY,ELI LILLY,SHORT,2013,8,2013-08-01
66181,15.05493586027632,1.24,-0.057446551,HD,HOME DEPOT INC,SHORT,2013,8,2013-08-01
22293,10.273313732018648,0.33,-0.069124401,GLW,CORNING INC.,SHORT,2013,8,2013-08-01
77178,8.31440845300791,1.05,0.0320312642,QCOM,QUALCOMM INC,SHORT,2013,8,2013-08-01
87055,5.901374128007049,1.4,-0.044626091,COST,COSTCO WHOLESALE,SHORT,2013,8,2013-08-01
64936,4.027088319442591,1.0,-0.016186189,D,DOMINION RES INC,SHORT,2013,8,2013-08-01
21178,3.808196747210207,2.57,0.0287212394,LMT,LOCKHEED MARTIN,SHORT,2013,8,2013-08-01
76226,0.6158352696389819,0.76,-0.032929629,CBS,CBS CORP,SHORT,2013,8,2013-08-01
49656,-1.3169607365831482,0.6,-0.05437205,BK,THE BANK OF NEW,SHORT,2013,8,2013-08-01
59176,-3.851683681803312,1.25,-0.025213407,AXP,AMERN EXPRESS,SHORT,2013,8,2013-08-01
90386,-3.959613831809669,0.51,0.0136286533,MOS,MOSAIC CO,SHORT,2013,8,2013-08-01
27828,-5.930425111888066,0.86,-0.130062312,HPQ,HEWLETT-PACKARD,SHORT,2013,8,2013-08-01
70519,-7.294933265649345,1.02,-0.072880663,C,CITIGROUP INC,SHORT,2013,8,2013-08-01
34746,-7.80079969204364,0.41,-0.049376242,FITB,5TH 3RD BCP OH,SHORT,2013,8,2013-08-01
23819,-9.56609072882605,0.83,0.0649480298,HAL,HALLIBURTON,SHORT,2013,8,2013-08-01
19561,-9.637741075224527,1.8,-0.006612753,BA,BOEING CO,SHORT,2013,8,2013-08-01
27887,-10.64972145694956,1.19,-0.04764517,BAX,BAXTER INTL,SHORT,2013,8,2013-08-01
87447,-13.577624476442375,1.16,-0.006912456,UPS,UTD PARCEL SVC,SHORT,2013,8,2013-08-01
65875,-14.443297900731237,0.77,-0.042441361,VZ,VERIZON COMM,SHORT,2013,8,2013-08-01
57904,-16.96705725043588,0.735,-0.057392985,AFL,AFLAC INC,SHORT,2013,8,2013-08-01
69032,-19.39021129984036,0.5,-0.05328919,MS,MORGAN STANLEY,SHORT,2013,8,2013-08-01
89006,-20.590641830993363,0.41,-0.019187732,MDLZ,MONDELEZ INT,SHORT,2013,8,2013-08-01
19502,-21.38933365550038,0.73,-0.037114434,WAG,WALGREEN CO,SHORT,2013,8,2013-08-01
77606,-21.659616422246536,0.81,-0.031521294,KSS,KOHLS CORP,SHORT,2013,8,2013-08-01
22103,-23.23635713919756,1.18,-0.009613818,EMR,EMERSON ELECTRIC,SHORT,2013,8,2013-08-01
17750,-23.510704110059187,1.44,-0.053846151,KMB,KIMBERLY CLARK,SHORT,2013,8,2013-08-01
22779,-24.62625565835473,1.32,0.0215210002,MSI,MOTOROLA SOLUTIO,SHORT,2013,8,2013-08-01
18729,-24.62642643537767,0.73,-0.035075974,CL,COLGATE PALMOLVE,SHORT,2013,8,2013-08-01
20482,-24.63481633341978,0.55,-0.090090066,ABT,ABBOTT LABS,SHORT,2013,8,2013-08-01
86356,-25.304167234820557,0.64,-0.032888316,EBAY,EBAY INC,SHORT,2013,8,2013-08-01
52038,-26.06461594730262,0.56,-0.072152942,SYY,SYSCO CP,SHORT,2013,8,2013-08-01
21936,-27.41279459514725,0.58,-0.03489567,PFE,PFIZER INC,SHORT,2013,8,2013-08-01
75186,-27.65186404617693,0.22,-0.052059799,SCHW,CHARLES SCHWAB,SHORT,2013,8,2013-08-01
10104,-33.12002285039463,0.59,-0.015146766,ORCL,ORACLE CORP,SHORT,2013,8,2013-08-01
21776,-34.32977620959993,0.78,0.0068649761,EXC,EXELON CORP,SHORT,2013,8,2013-08-01
66093,-35.952923986733126,0.66,-0.040827859,T,AT&T INC,SHORT,2013,8,2013-08-01
18411,-39.36103881559959,1.08,-0.060492892,SO,SOUTHN CO,SHORT,2013,8,2013-08-01
19393,-41.56163436262277,0.46,-0.035846509,BMY,BRISTOL-MYERS SQ,SHORT,2013,8,2013-08-01
76076,-46.56821722402638,0.53,-0.089097328,CSCO,CISCO SYS INC,SHORT,2013,8,2013-08-01
25785,-47.89737728738136,0.45,-0.040876698,F,FORD MOTOR CO,SHORT,2013,8,2013-08-01
14702,-48.04566492133772,0.19,-0.073858425,AMAT,APPLD MATERIALS,SHORT,2013,8,2013-08-01
61399,-53.6855472744476,0.88,0.0278151147,LOW,LOWES CO,SHORT,2013,8,2013-08-01
15579,-54.63498760754853,0.56,-0.02501275,TXN,TEXAS INSTRUMENT,SHORT,2013,8,2013-08-01
59408,-60.52373151898364,0.2,-0.032876745,BAC,BANK OF AMERICA,SHORT,2013,8,2013-08-01
13901,-71.29208434038202,0.65,-0.033656597,MO,ALTRIA GROUP INC,SHORT,2013,8,2013-08-01
59328,-90.94686839524478,0.58,-0.048425093,INTC,INTEL CP,SHORT,2013,8,2013-08-01
82800,-97.99100300771582,0.41,0.059455324,SCCO,SOUTHERN COPPER,SHORT,2013,8,2013-08-01
90505,-125.99648674739012,0.82,0.0140363285,LVS,LAS VEGAS SANDS,SHORT,2013,8,2013-08-01
17778,390.07069631990936,2228.0,0.0201137383,BRK.A,BERKSHIRE HATHAW,LONG,2013,9,2013-09-01
14541,236.3952027830896,2.57,0.0088848267,CVX,CHEVRON,LONG,2013,9,2013-09-01
11850,161.11514654018686,1.79,-0.012849962,XOM,EXXON MOBIL CORP,LONG,2013,9,2013-09-01
12490,153.29144537643282,3.99,0.0159652624,IBM,INTL BUS MACH,LONG,2013,9,2013-09-01
59459,123.24021564379976,2.35,0.0672089458,TRV,TRAVELERS COS IN,LONG,2013,9,2013-09-01
47896,123.22258594548788,1.42,0.0229566563,JPM,JPMORGAN CHASE,LONG,2013,9,2013-09-01
86868,122.94318263364468,2.88,0.0399658307,GS,GOLDMAN SACHS,LONG,2013,9,2013-09-01
55976,117.5100200614864,1.14,0.0134282773,WMT,WAL-MART STRS,LONG,2013,9,2013-09-01
12052,116.82614751746874,1.84,0.0512912497,GD,GEN DYNAMICS,LONG,2013,9,2013-09-01
90319,106.51428192826596,0.2685,0.034254279,GOOG,GOOGLE,LONG,2013,9,2013-09-01
38703,103.77664414209492,0.99,0.0058422065,WFC,WELLS FARGO & CO,LONG,2013,9,2013-09-01
89179,102.30456149191336,2.1,-0.013565877,WLP,WELLPOINT,LONG,2013,9,2013-09-01
87137,102.00270010358103,1.29,0.0155893881,DVN,DEVON ENERGY COR,LONG,2013,9,2013-09-01
79323,100.20948959058344,1.53,0.0548831634,ALL,ALLSTATE CP,LONG,2013,9,2013-09-01
12060,96.8308396513757,2.88,0.0406223014,GE,GEN ELECTRIC US,LONG,2013,9,2013-09-01
14593,92.7365809020897,0.295,-0.021481238,AAPL,APPLE INC,LONG,2013,9,2013-09-01
17830,89.48477722337786,1.55,0.0771228895,UTX,UTD TECH,LONG,2013,9,2013-09-01
34833,88.66639906329557,1.97,0.0676794201,OXY,OCCIDENTAL PETE,LONG,2013,9,2013-09-01
48725,88.11916359480043,1.24,0.0117233498,UNP,UNION PACIFIC CP,LONG,2013,9,2013-09-01
13928,84.49310568216866,1.47,0.0484162718,COP,CONOCOPHILLIPS,LONG,2013,9,2013-09-01
18163,84.40679254234858,1.05,-0.029528862,PG,PROCT & GAMBL,LONG,2013,9,2013-09-01
22111,73.01879719056514,1.36,0.0032403513,JNJ,JOHNSON & JOHNSN,LONG,2013,9,2013-09-01
60628,72.58027436701315,1.57,0.0642697439,FDX,FEDEX CORP,LONG,2013,9,2013-09-01
22592,69.21772551176512,1.78,0.0513294749,MMM,3M CO,LONG,2013,9,2013-09-01
92655,67.62157868014768,1.53,0.0020909221,UNH,UNITEDHEALTH GRP,LONG,2013,9,2013-09-01
24643,60.34716823531846,0.33,0.0545454659,AA,ALCOA INC,LONG,2013,9,2013-09-01
87842,55.915840487049294,1.34,0.0164538249,MET,METLIFE INC,LONG,2013,9,2013-09-01
66800,54.47266300532429,0.96,0.0488592759,AIG,AMERN INTL GROUP,LONG,2013,9,2013-09-01
89258,53.17141871005352,2.94,0.041399654,PRU,PRUDENTIAL FIN,LONG,2013,9,2013-09-01
18542,46.534178248029605,1.45,0.0104191983,CAT,CATERPILLAR INC,LONG,2013,9,2013-09-01
14008,45.76538650184578,1.94,0.0274004098,AMGN,AMGEN,LONG,2013,9,2013-09-01
27959,41.99961694135861,1.46,0.0179878101,DUK,DUKE ENERGY CORP,LONG,2013,9,2013-09-01
26403,40.04640951350636,0.77,0.0601676144,DIS,WALT DISNEY CO,LONG,2013,9,2013-09-01
82775,39.6713704696955,1.03,0.0513513647,HIG,HARTFORD FIN SVC,LONG,2013,9,2013-09-01
68144,37.776435019443184,0.66,0.0124921203,STI,SUNTRUST BKS GA,LONG,2013,9,2013-09-01
17005,36.386618014322806,1.05,-0.022394475,CVS,CVS CAREMARK COR,LONG,2013,9,2013-09-01
66157,35.98804520159345,0.76,0.0188209452,USB,US BANCORP,LONG,2013,9,2013-09-01
77418,33.14890472984298,1.01,0.087229453,TWX,TIME WARNER INC,LONG,2013,9,2013-09-01
22752,31.307525369563148,0.92,0.015838448,MRK,MERCK & CO,LONG,2013,9,2013-09-01
13856,31.15240518777528,1.24,0.0042329943,PEP,PEPSICO INC,LONG,2013,9,2013-09-01
77605,27.87883017611787,0.1,0.1096408218,BSX,BOSTON SCIENTIFI,LONG,2013,9,2013-09-01
10145,27.66311754911275,1.24,0.0436094142,HON,HONEYWELL INTL,LONG,2013,9,2013-09-01
21371,23.51007489568164,0.92,0.0432080925,CAH,CARDINAL HEALTH,LONG,2013,9,2013-09-01
89525,21.837642485176836,0.325,0.0765027702,CMCSA,COMCAST CORP,LONG,2013,9,2013-09-01
56573,21.626840911794314,0.99,0.0730375722,ITW,ILL TOOL WORKS,LONG,2013,9,2013-09-01
43449,21.33786431261662,1.52,0.0196057484,MCD,MCDONALDS CP,LONG,2013,9,2013-09-01
77178,20.61594798939571,1.05,0.0156910215,QCOM,QUALCOMM INC,LONG,2013,9,2013-09-01
44644,19.05230586372809,0.68,0.0232573561,ADP,AUTO DATA,LONG,2013,9,2013-09-01
10107,17.519471914054623,0.62,-0.003592897,MSFT,MICROSOFT,LONG,2013,9,2013-09-01
11308,16.651555927704383,0.53,-0.000523814,KO,COCA-COLA CO,LONG,2013,9,2013-09-01
71563,16.433208541709053,0.7,-0.006183719,BBT,BB&T CP,SHORT,2013,9,2013-09-01
45751,14.093916545759829,0.46,0.0562697016,MMC,MARSH & MCLENNAN,SHORT,2013,9,2013-09-01
49656,11.810281403871349,0.6,0.0151311625,BK,THE BANK OF NEW,SHORT,2013,9,2013-09-01
19561,11.081596628878977,1.8,0.1306774616,BA,BOEING CO,SHORT,2013,9,2013-09-01
90386,10.289183196427317,0.51,0.0328931287,MOS,MOSAIC CO,SHORT,2013,9,2013-09-01
22293,8.859342527762916,0.33,0.0391738042,GLW,CORNING INC.,SHORT,2013,9,2013-09-01
59176,8.027943203211652,1.25,0.050201539,AXP,AMERN EXPRESS,SHORT,2013,9,2013-09-01
76226,4.2995500097296535,0.76,0.0818004236,CBS,CBS CORP,SHORT,2013,9,2013-09-01
50876,3.0531984352337496,1.11,-0.020817114,LLY,ELI LILLY,SHORT,2013,9,2013-09-01
69032,0.8616940039817358,0.5,0.046195671,MS,MORGAN STANLEY,SHORT,2013,9,2013-09-01
34746,0.5318008156035603,0.41,-0.006561054,FITB,5TH 3RD BCP OH,SHORT,2013,9,2013-09-01
87055,-1.772382674249517,1.4,0.029498484,COST,COSTCO WHOLESALE,SHORT,2013,9,2013-09-01
21178,-1.912914230752012,2.57,0.0419049598,LMT,LOCKHEED MARTIN,SHORT,2013,9,2013-09-01
19502,-3.84533198654265,0.73,0.1192011535,WAG,WALGREEN CO,SHORT,2013,9,2013-09-01
64936,-4.218971478099842,1.0,0.080419898,D,DOMINION RES INC,SHORT,2013,9,2013-09-01
23819,-7.093124592353224,0.83,0.0031250317,HAL,HALLIBURTON,SHORT,2013,9,2013-09-01
87447,-7.321768968952583,1.16,0.0676560029,UPS,UTD PARCEL SVC,SHORT,2013,9,2013-09-01
70519,-10.65826637539455,1.02,0.003724322,C,CITIGROUP INC,SHORT,2013,9,2013-09-01
57904,-11.933028259330635,0.735,0.0726769492,AFL,AFLAC INC,SHORT,2013,9,2013-09-01
10104,-15.100233139108475,0.69,0.0411173105,ORCL,ORACLE CORP,SHORT,2013,9,2013-09-01
89006,-16.153998859977218,0.41,0.0290511716,MDLZ,MONDELEZ INT,SHORT,2013,9,2013-09-01
65875,-17.205059144183515,0.77,-0.014879734,VZ,VERIZON COMM,SHORT,2013,9,2013-09-01
75186,-17.249646733746296,0.22,0.012452119,SCHW,CHARLES SCHWAB,SHORT,2013,9,2013-09-01
66181,-17.793031175363016,0.95,0.0234930944,HD,HOME DEPOT INC,SHORT,2013,9,2013-09-01
21936,-18.29077021709707,0.58,0.0182559844,PFE,PFIZER INC,SHORT,2013,9,2013-09-01
86356,-18.60241682106235,0.64,0.1161231473,EBAY,EBAY INC,SHORT,2013,9,2013-09-01
22779,-20.40956395445954,1.32,0.0657026023,MSI,MOTOROLA SOLUTIO,SHORT,2013,9,2013-09-01
18729,-22.34437629100937,0.73,0.0264843125,CL,COLGATE PALMOLVE,SHORT,2013,9,2013-09-01
17750,-24.195526358616736,1.44,0.0165810641,KMB,KIMBERLY CLARK,SHORT,2013,9,2013-09-01
22103,-25.37775127348834,1.18,0.0717243329,EMR,EMERSON ELECTRIC,SHORT,2013,9,2013-09-01
27887,-26.895765344016183,1.19,-0.048591077,BAX,BAXTER INTL,SHORT,2013,9,2013-09-01
20482,-29.470313369261124,0.55,-0.004200516,ABT,ABBOTT LABS,SHORT,2013,9,2013-09-01
27828,-30.80419470062061,1.01,-0.053930186,HPQ,HEWLETT-PACKARD,SHORT,2013,9,2013-09-01
66093,-34.7916680054387,0.66,-0.000295659,T,AT&T INC,SHORT,2013,9,2013-09-01
19393,-37.70383425524386,0.46,0.1100983545,BMY,BRISTOL-MYERS SQ,SHORT,2013,9,2013-09-01
18411,-38.78950616107784,1.08,-0.010571808,SO,SOUTHN CO,SHORT,2013,9,2013-09-01
77606,-39.07361096738811,0.81,0.015396582,KSS,KOHLS CORP,SHORT,2013,9,2013-09-01
52038,-39.86756110855515,0.56,-0.005933808,SYY,SYSCO CP,SHORT,2013,9,2013-09-01
25785,-42.84989895417442,0.45,0.0420012511,F,FORD MOTOR CO,SHORT,2013,9,2013-09-01
49154,-47.37085835535487,0.56,0.0105828168,TGT,TARGET CORP,SHORT,2013,9,2013-09-01
15579,-49.52665618532916,0.56,0.0547120459,TXN,TEXAS INSTRUMENT,SHORT,2013,9,2013-09-01
59408,-54.69261988372203,0.2,-0.021954652,BAC,BANK OF AMERICA,SHORT,2013,9,2013-09-01
21776,-55.67142962268828,0.78,-0.027878005,EXC,EXELON CORP,SHORT,2013,9,2013-09-01
76076,-65.0389750362346,0.53,0.0051909178,CSCO,CISCO SYS INC,SHORT,2013,9,2013-09-01
14702,-66.04907938489873,0.19,0.1679546833,AMAT,APPLD MATERIALS,SHORT,2013,9,2013-09-01
61399,-74.48792155035589,0.47,0.039065931,LOW,LOWES CO,SHORT,2013,9,2013-09-01
13901,-75.9259642574532,0.65,0.0280400645,MO,ALTRIA GROUP INC,SHORT,2013,9,2013-09-01
59328,-84.75183330105455,0.58,0.0428116471,INTC,INTEL CP,SHORT,2013,9,2013-09-01
82800,-103.80905188387824,0.41,-0.009454554,SCCO,SOUTHERN COPPER,SHORT,2013,9,2013-09-01
90505,-113.60746438096174,0.82,0.1849157065,LVS,LAS VEGAS SANDS,SHORT,2013,9,2013-09-01
17778,390.0322402202636,2228.0,0.0151681053,BRK.A,BERKSHIRE HATHAW,LONG,2013,10,2013-10-01
14541,244.3778525437957,2.57,-0.012674904,CVX,CHEVRON,LONG,2013,10,2013-10-01
12490,181.82713039369452,6.13,-0.03223883,IBM,INTL BUS MACH,LONG,2013,10,2013-10-01
11850,152.95947820022667,1.79,0.0416085757,XOM,EXXON MOBIL CORP,LONG,2013,10,2013-10-01
59459,131.57019958119494,2.35,0.0180489141,TRV,TRAVELERS COS IN,LONG,2013,10,2013-10-01
12052,124.85646090478164,1.84,-0.00377056,GD,GEN DYNAMICS,LONG,2013,10,2013-10-01
55976,124.70824626955294,1.14,0.0377231054,WMT,WAL-MART STRS,LONG,2013,10,2013-10-01
90319,109.6844099816307,0.3003,0.1765820533,GOOG,GOOGLE,LONG,2013,10,2013-10-01
79323,107.26559415610066,1.53,0.0496538505,ALL,ALLSTATE CP,LONG,2013,10,2013-10-01
86868,107.13496464581873,4.6,0.0167498495,GS,GOLDMAN SACHS,LONG,2013,10,2013-10-01
38703,103.15966710604846,1.0,0.0331558324,WFC,WELLS FARGO & CO,LONG,2013,10,2013-10-01
47896,102.85770174202628,1.4,0.0044496479,JPM,JPMORGAN CHASE,LONG,2013,10,2013-10-01
87137,101.5982401658034,1.29,0.094529137,DVN,DEVON ENERGY COR,LONG,2013,10,2013-10-01
14593,91.7476788993441,0.295,0.0963860005,AAPL,APPLE INC,LONG,2013,10,2013-10-01
17830,90.9614522508062,1.55,-0.014561303,UTX,UTD TECH,LONG,2013,10,2013-10-01
89179,89.74517763038776,2.1,0.0142327761,WLP,WELLPOINT,LONG,2013,10,2013-10-01
48725,85.97408335754642,1.275,-0.025363734,UNP,UNION PACIFIC CP,LONG,2013,10,2013-10-01
13928,84.34235512333454,1.47,0.0648827478,COP,CONOCOPHILLIPS,LONG,2013,10,2013-10-01
18163,82.38492656281709,1.05,0.0762204528,PG,PROCT & GAMBL,LONG,2013,10,2013-10-01
22111,77.3506686293138,1.24,0.0682892874,JNJ,JOHNSON & JOHNSN,LONG,2013,10,2013-10-01
34833,76.3812291610604,1.97,0.0271541681,OXY,OCCIDENTAL PETE,LONG,2013,10,2013-10-01
12060,73.0869289951081,2.88,0.0941816717,GE,GEN ELECTRIC US,LONG,2013,10,2013-10-01
22592,72.07887782333503,1.78,0.0539317876,MMM,3M CO,LONG,2013,10,2013-10-01
14008,66.95440044794117,1.94,0.0376591124,AMGN,AMGEN,LONG,2013,10,2013-10-01
60628,62.67467509356448,1.57,0.148015067,FDX,FEDEX CORP,LONG,2013,10,2013-10-01
92655,59.57252017283207,1.41,-0.046781152,UNH,UNITEDHEALTH GRP,LONG,2013,10,2013-10-01
18542,58.28530452727839,1.45,0.0067146174,CAT,CATERPILLAR INC,LONG,2013,10,2013-10-01
24643,55.87277423721761,0.12,0.1416256875,AA,ALCOA INC,LONG,2013,10,2013-10-01
66800,55.55060273589382,0.96,0.0621015914,AIG,AMERN INTL GROUP,LONG,2013,10,2013-10-01
27959,49.83191949826768,1.46,0.0741240606,DUK,DUKE ENERGY CORP,LONG,2013,10,2013-10-01
87842,46.36090905341608,1.34,0.0076677445,MET,METLIFE INC,LONG,2013,10,2013-10-01
89258,45.2482554933203,2.94,0.0437291078,PRU,PRUDENTIAL FIN,LONG,2013,10,2013-10-01
56573,39.50177721684838,0.99,0.033040572,ITW,ILL TOOL WORKS,LONG,2013,10,2013-10-01
90386,38.022114397447424,0.51,0.065783307,MOS,MOSAIC CO,LONG,2013,10,2013-10-01
77418,37.06507428020569,1.01,0.0445221141,TWX,TIME WARNER INC,LONG,2013,10,2013-10-01
82775,36.27048297001886,1.03,0.0829048827,HIG,HARTFORD FIN SVC,LONG,2013,10,2013-10-01
66157,34.95301816179679,0.76,0.0213230923,USB,US BANCORP,LONG,2013,10,2013-10-01
43449,34.20910485647701,1.52,0.003222093,MCD,MCDONALDS CP,LONG,2013,10,2013-10-01
17005,34.18372219732589,1.05,0.1010572389,CVS,CVS CAREMARK COR,LONG,2013,10,2013-10-01
26403,33.71676840295598,0.77,0.0635757297,DIS,WALT DISNEY CO,LONG,2013,10,2013-10-01
13856,30.58902842483644,1.05,0.0577358045,PEP,PEPSICO INC,LONG,2013,10,2013-10-01
10145,29.12027441390737,1.24,0.0444364436,HON,HONEYWELL INTL,LONG,2013,10,2013-10-01
68144,27.141479272709763,0.66,0.0376311317,STI,SUNTRUST BKS GA,LONG,2013,10,2013-10-01
89525,25.440523394174917,0.325,0.0550813861,CMCSA,COMCAST CORP,LONG,2013,10,2013-10-01
22752,24.34332025271605,0.92,-0.052910183,MRK,MERCK & CO,LONG,2013,10,2013-10-01
77178,23.787450148439078,1.05,0.0322340801,QCOM,QUALCOMM INC,LONG,2013,10,2013-10-01
77605,22.472231426063924,0.1,-0.00425896,BSX,BOSTON SCIENTIFI,LONG,2013,10,2013-10-01
21371,19.63489649081548,0.92,0.1248321757,CAH,CARDINAL HEALTH,LONG,2013,10,2013-10-01
44644,18.68543680308078,0.68,0.036543306,ADP,AUTO DATA,LONG,2013,10,2013-10-01
11308,17.5893855685193,0.46,0.0446145348,KO,COCA-COLA CO,LONG,2013,10,2013-10-01
50876,16.054648204564746,1.11,-0.010133163,LLY,ELI LILLY,SHORT,2013,10,2013-10-01
19561,14.35625310770538,1.8,0.1106382981,BA,BOEING CO,SHORT,2013,10,2013-10-01
59176,13.82912749205342,1.25,0.0862024203,AXP,AMERN EXPRESS,SHORT,2013,10,2013-10-01
21178,13.547656393982129,2.57,0.0453939103,LMT,LOCKHEED MARTIN,SHORT,2013,10,2013-10-01
10104,13.37258316632536,0.69,0.0135665312,ORCL,ORACLE CORP,SHORT,2013,10,2013-10-01
71563,10.487932831972774,0.72,0.0065185549,BBT,BB&T CP,SHORT,2013,10,2013-10-01
45751,9.62149211743067,0.46,0.0574052818,MMC,MARSH & MCLENNAN,SHORT,2013,10,2013-10-01
10107,5.600643234499927,0.62,0.0638521686,MSFT,MICROSOFT,SHORT,2013,10,2013-10-01
49656,5.280008103479883,0.54,0.0582974069,BK,THE BANK OF NEW,SHORT,2013,10,2013-10-01
87447,1.6850857783445503,1.16,0.0751887336,UPS,UTD PARCEL SVC,SHORT,2013,10,2013-10-01
70519,0.3864528657185246,0.82,0.0057720155,C,CITIGROUP INC,SHORT,2013,10,2013-10-01
76226,0.1165335038530877,0.76,0.0721537247,CBS,CBS CORP,SHORT,2013,10,2013-10-01
89006,-2.6207736215332997,0.41,0.0709398836,MDLZ,MONDELEZ INT,SHORT,2013,10,2013-10-01
23819,-4.14785586974546,0.83,0.1013498902,HAL,HALLIBURTON,SHORT,2013,10,2013-10-01
57904,-8.572734183845672,0.735,0.0482336134,AFL,AFLAC INC,SHORT,2013,10,2013-10-01
87055,-9.458657412513316,0.96,0.0245723873,COST,COSTCO WHOLESALE,SHORT,2013,10,2013-10-01
86356,-9.50867669024014,0.81,-0.055291679,EBAY,EBAY INC,SHORT,2013,10,2013-10-01
34746,-11.40447612814502,0.43,0.0545706749,FITB,5TH 3RD BCP OH,SHORT,2013,10,2013-10-01
64936,-11.500863914895234,1.0,0.0203265119,D,DOMINION RES INC,SHORT,2013,10,2013-10-01
22293,-12.333905203424887,0.33,0.1713502407,GLW,CORNING INC.,SHORT,2013,10,2013-10-01
19502,-14.31434468736738,0.65,0.1011152864,WAG,WALGREEN CO,SHORT,2013,10,2013-10-01
65875,-14.881027921849984,0.66,0.0935189947,VZ,VERIZON COMM,SHORT,2013,10,2013-10-01
18729,-16.319620344728346,0.73,0.0973019227,CL,COLGATE PALMOLVE,SHORT,2013,10,2013-10-01
21936,-17.33965256465733,0.58,0.0682332143,PFE,PFIZER INC,SHORT,2013,10,2013-10-01
17750,-17.832776937457933,1.44,0.1462534368,KMB,KIMBERLY CLARK,SHORT,2013,10,2013-10-01
22103,-18.773720789036048,1.18,0.0350850746,EMR,EMERSON ELECTRIC,SHORT,2013,10,2013-10-01
66181,-18.88162211385508,0.95,0.0268952008,HD,HOME DEPOT INC,SHORT,2013,10,2013-10-01
